World Rank,Institution,Country,National Rank,Total Score,Additional Score
326,The University of Western Australia,Australia,5-6,0,0
326,Tsinghua University,China,1,0,14
326,University of Barcelona,Spain,1-2,0,0
326,University of Bern,Switzerland,5-6,0,16.6
326,University of Cincinnati,USA,72-90,0,0
326,University of Delaware,USA,72-90,0,14
326,University of East Anglia,UK,16-19,0,17.7
326,University of Gothenburg,Sweden,5,0,0
326,University of Kiel,Germany,12-16,0,15.4
326,University of Koeln,Germany,12-16,0,0
326,University of Leicester,UK,16-19,0,0
326,University of Leipzig,Germany,12-16,0,17.7
326,University of Mainz,Germany,12-16,0,0
326,University of Marburg,Germany,12-16,0,17.7
326,University of Maryland Baltimore,USA,72-90,0,0
326,University of Montreal,Canada,6-8,0,15.4
326,University of Nebraska - Lincoln,USA,72-90,0,17.7
326,University of New South Wales,Australia,5-6,0,0
326,University of Notre Dame,USA,72-90,0,16.6
326,University of Padua,Italy,4-5,0,0
326,University of Paris Descartes (Paris 5),France,6-8,0,16
326,University of Paris Diderot (Paris 7),France,6-8,0,18.2
326,University of Southampton,UK,16-19,0,0
326,University of Tennessee - Knoxville,USA,72-90,0,14
326,University of Turin,Italy,4-5,0,21.7
326,University of Wageningen,Netherlands,5-7,0,0
326,Virginia Commonwealth University,USA,72-90,0,14
326,Virginia Polytechnic Institute and State University,USA,72-90,0,15.4
326,VU University Amsterdam,Netherlands,5-7,0,0
251,Chalmers University of Technology,Sweden,6-9,0,0
251,Charles University in Prague,Czech,1,0,15.4
251,Claude Bernard University Lyon 1,France,9-13,0,15.4
251,Complutense University of Madrid,Spain,3,0,0
251,Dalhousie University,Canada,9-17,0,0
251,Delft University of Technology,Netherlands,8-9,0,15.4
251,Ecole Polytechnique,France,9-13,0,22.6
251,George Mason University,USA,91-119,0,0
251,Georgetown University,USA,91-119,0,0
251,Hiroshima University,Japan,10-13,0,0
251,Kansas State University,USA,91-119,0,0
251,Keio University,Japan,10-13,0,0
251,Kobe University,Japan,10-13,0,0
251,Lancaster University,UK,20-30,0,0
251,Laval University,Canada,9-17,0,0
251,London School of Economics and Political Science,UK,20-30,0,19.8
251,Louisiana State University - Baton Rouge,USA,91-119,0,0
251,Macquarie University,Australia,7-9,0,0
251,Monash University,Australia,7-9,0,0
251,National and Kapodistrian University of Athens,Greece,1,0,0
251,Newcastle University,UK,20-30,0,0
251,Norwegian University of Science and Technology,Norway,2,0,18.8
251,Okayama University,Japan,10-13,0,0
251,Paul Sabatier University (Toulouse 3),France,9-13,0,0
251,Peking University,China,2,0,0
251,Queen Mary U. of London,UK,20-30,0,24.3
251,Queen's University Belfast,UK,20-30,0,23.5
251,Radboud University Nijmegen,Netherlands,8-9,0,0
251,Royal Institute of Technology,Sweden,6-9,0,0
251,RWTH Aachen University,Germany,17-23,0,6.3
251,State University of Campinas,Brazil,2,0,0
251,State University of New York at Albany,USA,91-119,0,0
251,State University of New York at Buffalo,USA,91-119,0,0
251,Swedish University of Agricultural Sciences,Sweden,6-9,0,0
251,Syracuse University,USA,91-119,0,0
251,Technical University of Berlin,Germany,17-23,0,23.5
251,The Chinese University of Hong Kong,China-hk,1-3,0,0
251,The George Washington University,USA,91-119,0,15.4
251,The Hong Kong University of Science and Technology,China-hk,1-3,0,0
251,The University of Adelaide,Australia,7-9,0,10.9
251,The University of Auckland,New-Zealand,1,0,17.7
251,The University of Dundee,UK,20-30,0,0
251,The University of Hong Kong,China-hk,1-3,0,0
251,The University of New Mexico - Albuquerque,USA,91-119,0,0
251,The University of Reading,UK,20-30,0,0
251,The University of Texas Health Science Center at San Antonio,USA,91-119,0,0
251,The University of Texas Medical Branch at Galveston,USA,91-119,0,0
251,Thomas Jefferson University,USA,91-119,0,0
251,Trinity College Dublin,Ireland,1,0,15.4
251,Tulane University,USA,91-119,0,0
251,Umea University,Sweden,6-9,0,0
251,University of Alaska - Fairbanks,USA,91-119,0,0
251,University of Antwerp,Belgium,5-6,0,0
251,University of Bochum,Germany,17-23,0,0
251,University of Bologna,Italy,6-9,0,0
251,University of Bordeaux 1,France,9-13,0,8.9
251,University of Buenos Aires,Argentina,1,0,21.7
251,University of Cape Town,South-Africa,1,0,25.1
251,University of Colorado Health Science Center,USA,91-119,0,0
251,University of Durham,UK,20-30,0,0
251,University of Erlangen-Nuremberg,Germany,17-23,0,0
251,University of Florence,Italy,6-9,0,0
251,University of Genova,Italy,6-9,0,0
251,University of Guelph,Canada,9-17,0,0
251,University of Halle-Wittenberg,Germany,17-23,0,6.3
251,University of Houston,USA,91-119,0,0
251,University of Innsbruck,Austria,2,0,0
251,University of Kansas - Lawrence,USA,91-119,0,15.4
251,University of Karlsruhe,Germany,17-23,0,6.3
251,University of Kentucky,USA,91-119,0,14
251,University of Liege,Belgium,5-6,0,10.9
251,University of Manitoba,Canada,9-17,0,0
251,University of Massachusetts Medical School - Worcester,USA,91-119,0,0
251,University of Medicine and Dentistry New Jersey,USA,91-119,0,0
251,University of Missouri - Columbia,USA,91-119,0,12.5
251,University of Montpellier 2,France,9-13,0,14
251,University of Naples Federico II,Italy,6-9,0,0
251,University of Oregon,USA,91-119,0,14
251,University of Ottawa,Canada,9-17,0,0
251,University of Saskatchewan,Canada,9-17,0,12.5
251,University of South Carolina - Columbia,USA,91-119,0,0
251,University of South Florida,USA,91-119,0,0
251,University of Southern Denmark,Denmark,4,0,0
251,University of St Andrews,UK,20-30,0,14
251,University of Stuttgart,Germany,17-23,0,17.7
251,University of Szeged,Hungary,1,0,0
251,University of Turku,Finland,2,0,0
251,University of Vermont,USA,91-119,0,17.7
251,University of Victoria,Canada,9-17,0,0
251,University of Warwick,UK,20-30,0,0
251,University of Waterloo,Canada,9-17,0,0
251,University of York,UK,20-30,0,0
251,Wake Forest University,USA,91-119,0,0
251,Washington State University - Pullman,USA,91-119,0,0
251,Wayne State University,USA,91-119,0,0
251,Western University,Canada,9-17,0,0
251,Yeshiva University,USA,91-119,0,0
251,Yonsei University,South-Korea,2,0,0
151,Aristotle University of Thessaloniki,Greece,2,0,0
151,Auburn University,USA,120-140,0,0
151,Bar-Ilan University,Israel,5-6,0,0
151,Ben-Gurion University of the Negev,Israel,5-6,0,0
151,Brigham Young University,USA,120-140,0,12.5
151,Carleton University,Canada,18-19,0,0
151,Chiba University,Japan,14-24,0,0
151,City University of Hong Kong,China-hk,4-5,0,0
151,City University of New York City College,USA,120-140,0,37.1
151,Clemson University,USA,120-140,0,0
151,Technical University Darmstadt,Germany,24-33,0,10.9
151,Dresden University of Technology,Germany,24-33,0,0
151,Ecole National Superieure Mines - Paris,France,14-19,0,18.8
151,Ecole Normale Superieure - Lyon,France,14-19,0,0
151,Eindhoven University of Technology,Netherlands,10-11,0,0
151,Eotvos Lorand University,Hungary,2,0,19.8
151,Federal University of Rio de Janeiro,Brazil,3,0,0
151,Fudan University,China,3-7,0,0
151,Gunma University,Japan,14-24,0,0
151,Henri Poincare University (Nancy 1),France,14-19,0,15.4
151,Indian Institute of Science,India,1,0,0
151,Indiana University-Purdue University at Indianapolis,USA,120-140,0,0
151,Industrial Physics and Chemistry Higher Educational Institution - Paris,France,14-19,0,10.9
151,International School for Advanced Studies,Italy,10-18,0,0
151,Jagiellonian University,Poland,1-2,0,0
151,Kanazawa University,Japan,14-24,0,0
151,Korea Advanced Institute of Science and Technology,South-Korea,3-5,0,0
151,Linkoping University,Sweden,10-11,0,0
151,London School of Hygiene and Tropical Medicine,UK,31-36,0,10.9
151,Medical College of Wisconsin,USA,120-140,0,0
151,Medical University of South Carolina,USA,120-140,0,0
151,Nagasaki University,Japan,14-24,0,0
151,Nanjing University,China,3-7,0,0
151,Nanyang Technological University,Singapore,2,0,0
151,National Cheng Kung University,China-tw,2-3,0,0
151,National Tsing Hua University,China-tw,2-3,0,16.6
151,Nihon University,Japan,14-24,0,0
151,Niigata University,Japan,14-24,0,0
151,Pohang University of Science and Technology,South-Korea,3-5,0,0
151,Polytechnic Institute of Milan,Italy,10-18,0,10.9
151,Royal Holloway U. of London,UK,31-36,0,0
151,Saint Louis University,USA,120-140,0,0
151,Saint Petersburg State University,Russia,2,0,24.3
151,San Diego State University,USA,120-140,0,0
151,Scuola Normale Superiore - Pisa,Italy,10-18,0,0
151,Shanghai Jiao Tong University,China,3-7,0,0
151,Simon Fraser University,Canada,18-19,0,0
151,State University of New York Health Science Center at Brooklyn,USA,120-140,0,0
151,Stockholm School of Economics,Sweden,10-11,0,0
151,Sungkyunkwan University,South-Korea,3-5,0,0
151,Technical University of Braunschweig,Germany,24-33,0,16.6
151,Temple University,USA,120-140,0,0
151,Texas Tech University,USA,120-140,0,0
151,The Hong Kong Polytechnic University,China-hk,4-5,0,0
151,The Open University,UK,31-36,0,0
151,The University of Montana - Missoula,USA,120-140,0,8.9
151,The University of Texas at Dallas,USA,120-140,0,0
151,The University of Tokushima,Japan,14-24,0,0
151,Tokyo Medical and Dental University,Japan,14-24,0,0
151,Tokyo University of Agriculture and Technology,Japan,14-24,0,0
151,University of Aberdeen,UK,31-36,0,0
151,University of Bath,UK,31-36,0,0
151,University of Bayreuth,Germany,24-33,0,0
151,University of Bergen,Norway,3,0,0
151,University of Bielefeld,Germany,24-33,0,0
151,University of Cagliari,Italy,10-18,0,0
151,University of Chile,Chile,1,0,10.9
151,University of Duesseldorf,Germany,24-33,0,0
151,University of Essex,UK,31-36,0,17.7
151,University of Ferrara,Italy,10-18,0,0
151,University of Graz,Austria,3-4,0,12.5
151,University of Greifswald,Germany,24-33,0,0
151,University of Konstanz,Germany,24-33,0,0
151,University of Lausanne,Switzerland,7,0,0
151,University of Nebraska Medical Center,USA,120-140,0,0
151,University of Nevada - Reno,USA,120-140,0,0
151,University of New Hampshire - Durham,USA,120-140,0,0
151,University of Newcastle,Australia,10,0,0
151,University of Oklahoma - Norman,USA,120-140,0,0
151,University of Otago,New-Zealand,2,0,0
151,University of Palermo,Italy,10-18,0,0
151,University of Paris Dauphine (Paris 9),France,14-19,0,0
151,University of Pavia,Italy,10-18,0,0
151,University of Perugia,Italy,10-18,0,0
151,University of Regensburg,Germany,24-33,0,0
151,University of Rhode Island,USA,120-140,0,0
151,University of Roma - Tor Vergata,Italy,10-18,0,0
151,University of Science and Technology of China,China,3-7,0,0
151,University of the Mediterranean (Aix-Marseille 2),France,14-19,0,0
151,University of the Witwatersrand,South-Africa,2,0,25.1
151,University of Twente,Netherlands,10-11,0,0
151,University of Ulm,Germany,24-33,0,0
151,University of Valencia,Spain,4,0,0
151,University of Warsaw,Poland,1-2,0,17.7
151,University of Wyoming,USA,120-140,0,0
151,Utah State University,USA,120-140,0,0
151,Vienna University of Technology,Austria,3-4,0,0
151,Waseda University,Japan,14-24,0,0
151,Yamaguchi University,Japan,14-24,0,0
151,Zhejiang University,China,3-7,0,0
51,Aalto University,Finland,3-5,0,0
51,Autonomous University of Barcelona,Spain,5-9,0,0
51,Boston College,USA,141-168,0,0
51,Drexel University,USA,141-168,0,0
51,Ehime University,Japan,25-34,0,0
51,Flinders University,Australia,11-14,0,0
51,Florida International University,USA,141-168,0,0
51,Gifu University,Japan,25-34,0,0
51,Hacettepe University,Turkey,1-2,0,0
51,Hannover Medical School,Germany,34-40,0,0
51,Hanyang University,South-Korea,6-8,0,0
51,Howard University,USA,141-168,0,15.4
51,Indian Institute of Technology Kharagpur,India,2-3,0,0
51,Istanbul University,Turkey,1-2,0,0
51,Jilin University,China,8,0,0
51,Juntendo University,Japan,25-34,0,0
51,Kagoshima University,Japan,25-34,0,0
51,Kent State University,USA,141-168,0,0
51,Korea University,South-Korea,6-8,0,0
51,Kumamoto University,Japan,25-34,0,0
51,Kyungpook National University,South-Korea,6-8,0,0
51,La Trobe University,Australia,11-14,0,0
51,Lehigh University,USA,141-168,0,0
51,Loyola University Chicago,USA,141-168,0,0
51,Massey University,New-Zealand,3-5,0,0
51,Medical College of Georgia,USA,141-168,0,0
51,Medical University of Graz,Austria,5-6,0,0
51,Medical University of Innsbruck,Austria,5-6,0,0
51,Memorial University of Newfoundland,Canada,20-23,0,0
51,Michigan Technological University,USA,141-168,0,12.5
51,Montana State University - Bozeman,USA,141-168,0,0
51,Murdoch University,Australia,11-14,0,0
51,Nara Institute of Science and Technology,Japan,25-34,0,0
51,National Chiao Tung University,China-tw,4-5,0,0
51,National Yang Ming University,China-tw,4-5,0,0
51,New Jersey Institute of Technology,USA,141-168,0,0
51,New Mexico State University,USA,141-168,0,0
51,Northeastern University,USA,141-168,0,0
51,Northern Arizona University,USA,141-168,0,0
51,Old Dominion University,USA,141-168,0,0
51,Osaka City University,Japan,25-34,0,0
51,Osaka Prefecture University,Japan,25-34,0,0
51,Polytechnic University of Turin,Italy,19-23,0,0
51,Polytechnic University of Valencia,Spain,5-9,0,0
51,Saarland University,Germany,34-40,0,0
51,Sao Paulo State University,Brazil,4,0,0
51,Southern Methodist University,USA,141-168,0,15.4
51,Swansea Univ,UK,37-40,0,0
51,The College of  William and Mary,USA,141-168,0,0
51,The Graduate University for Advanced Studies,Japan,25-34,0,0
51,The Royal Veterinary and Agricultural University,Denmark,5,0,0
51,The University of Akron,USA,141-168,0,0
51,The University of Connecticut Health Center,USA,141-168,0,0
51,The University of Memphis,USA,141-168,0,0
51,Tokyo Metropolitan University,Japan,25-34,0,0
51,University College Cork,Ireland,2-3,0,0
51,University College Dublin,Ireland,2-3,0,0
51,University of Bari,Italy,19-23,0,0
51,University of Bradford,UK,37-40,0,0
51,University of Bremen,Germany,34-40,0,0
51,University of Calcutta,India,2-3,0,15.4
51,University of Canterbury,New-Zealand,3-5,0,0
51,University of Central Florida,USA,141-168,0,0
51,University of Duisburg-Essen,Germany,34-40,0,0
51,University of Exeter,UK,37-40,0,0
51,University of Fribourg,Switzerland,8,0,0
51,University of Giessen,Germany,34-40,0,0
51,University of Granada,Spain,5-9,0,0
51,University of Haifa,Israel,7,0,0
51,University of Idaho,USA,141-168,0,0
51,University of Jena,Germany,34-40,0,0
51,University of Jyvaskyla,Finland,3-5,0,0
51,University of KwaZulu-Natal,South-Africa,3-4,0,0
51,University of Lisbon,Portugal,1,0,0
51,University of Louisville,USA,141-168,0,0
51,University of Maastricht,Netherlands,12,0,0
51,University of Maine,USA,141-168,0,0
51,University of Maryland Baltimore County,USA,141-168,0,0
51,University of Mississippi,USA,141-168,0,0
51,University of Oulu,Finland,3-5,0,0
51,University of Parma,Italy,19-23,0,0
51,University of Pretoria,South-Africa,3-4,0,0
51,University of Provence (Aix-Marseille 1),France,20-21,0,8.9
51,University of Quebec,Canada,20-23,0,0
51,University of Rostock,Germany,34-40,0,0
51,University of Sevilla,Spain,5-9,0,0
51,University of Sherbrooke,Canada,20-23,0,0
51,University of Siena,Italy,19-23,0,0
51,University of Surrey,UK,37-40,0,0
51,University of Tasmania,Australia,11-14,0,0
51,University of Tennessee Health Science Center,USA,141-168,0,0
51,University of Trieste,Italy,19-23,0,0
51,University of Tromso,Norway,4,0,0
51,University of Wisconsin - Milwaukee,USA,141-168,0,14
51,University of Wroclaw,Poland,3,0,8.9
51,University of Zaragoza,Spain,5-9,0,0
51,Victor Segalen Bordeaux 2 University,France,20-21,0,0
51,Victoria University of Wellington,New-Zealand,3-5,0,15.4
51,Vrije University Brussel,Belgium,7,0,0
51,York University,Canada,20-23,0,0
